c_id,subject,type,text,p.instruction_explicitness_of_instruction,p.instruction_obstacle_complex_np,p.instruction_obstacle_negation,p.instruction_obstacle_passive,p.item_1_answer_verbatim_explanatory_text,p.item_1_obstacle_complex_np,p.item_1_obstacle_negation,p.item_1_obstacle_passive,p.item_1_sentence_length,p.item_2_answer_verbatim_explanatory_text,p.item_2_obstacle_complex_np,p.item_2_obstacle_negation,p.item_2_obstacle_passive,p.item_2_sentence_length,p.item_3_answer_verbatim_explanatory_text,p.item_3_obstacle_complex_np,p.item_3_obstacle_negation,p.item_3_obstacle_passive,p.item_3_sentence_length,p.item_4_answer_verbatim_explanatory_text,p.item_4_obstacle_complex_np,p.item_4_obstacle_negation,p.item_4_obstacle_passive,p.item_4_sentence_length,p.item_5_answer_verbatim_explanatory_text,p.item_5_obstacle_complex_np,p.item_5_obstacle_negation,p.item_5_obstacle_passive,p.item_5_sentence_length,p.item_6_answer_verbatim_explanatory_text,p.item_6_obstacle_complex_np,p.item_6_obstacle_negation,p.item_6_obstacle_passive,p.item_6_sentence_length,p.item_7_answer_verbatim_explanatory_text,p.item_7_obstacle_complex_np,p.item_7_obstacle_negation,p.item_7_obstacle_passive,p.item_7_sentence_length,p.item_8_answer_verbatim_explanatory_text,p.item_8_obstacle_complex_np,p.item_8_obstacle_negation,p.item_8_obstacle_passive,p.item_8_sentence_length,p.mathematical_requirement_level,p.root_text_contains_irrelevant_information,p.root_text_obstacle_complex_np,p.root_text_obstacle_negation,p.root_text_obstacle_passive,p.root_text_reference_explanatory_text,p.taxanomy_level,p.variation,answers,p.instruction_number_of_sentences
127-2-7,17,true-false,"Du hast bereits gelernt, dass das Preisbildungsmodell die Wirklichkeit nicht 1:1 abbilden kann, sondern eine Vereinfachung der realen Wirklichkeit darstellt. Wähle aus, welche Aussagen auf das Preisbildungsmodell und welche dagegen auf die Realität zutreffen. <true-false> Alle Anbieter und Nachfrager haben die gleichen Informationen. <true-false> Alle Anbieter und Nachfrager haben unterschiedliche Informationen. <true-false> Alle Produkte haben die gleiche Qualität. <true-false> Es gibt Unterschiede in der Produktqualität. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Explizit,Stufe 1,leicht,Alle Anbieter und Nachfrager haben unterschiedliche Informationen.; Es gibt Unterschiede in der Produktqualität.,2
127-1-8,17,true-false,"Du hast bereits gelernt, dass das Preisbildungsmodell die Wirklichkeit nicht 1:1 abbilden kann, sondern eine Vereinfachung der realen Wirklichkeit darstellt. Wähle aus, welche Aussagen auf das Preisbildungsmodell und welche dagegen auf die Realität zutreffen. <true-false> Alle Anbieter und Nachfrager haben die gleichen Informationen. <true-false> Alle Anbieter und Nachfrager haben unterschiedliche Informationen. <true-false> Alle Produkte haben die gleiche Qualität. <true-false> Es gibt Unterschiede in der Produktqualität. <true-false> Es werden einzelne Marktteilnehmer bevorzugt. <true-false> Es werden keine Marktteilnehmer bevorzugt. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Explizit,Stufe 1,Stammaufgabe,Alle Anbieter und Nachfrager haben unterschiedliche Informationen.; Es gibt Unterschiede in der Produktqualität.; Es werden einzelne Marktteilnehmer bevorzugt.,2
126-3-2,17,single-choice,"Wähle die richtige Antwort aus! Vollständige Markttransparenz bedeutet im Preisbildungsmodell, dass … <option> Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Anbieter und Nachfrager nicht wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Nachfrager genau wissen, zu welchen Preisen Produkte auf dem Markt angeboten werden und Anbieter nicht. ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,leicht,"Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden.",2
126-3-1,17,single-choice,"Wähle die richtige Antwort aus! Vollständige Markttransparenz bedeutet im Preisbildungsmodell, dass … <option> Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Anbieter und Nachfrager nicht wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Nachfrager genau wissen, zu welchen Preisen Produkte auf dem Markt angeboten werden und Anbieter nicht. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,leicht,"Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden.",2
126-2-2,17,multiple-choice,"Wähle die richtige Antwort aus! Vollständige Markttransparenz bedeutet im Preisbildungsmodell, dass … <option> Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Anbieter und Nachfrager nicht wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Anbieter genau wissen, zu welchen Preisen Produkte auf dem Markt angeboten werden und Nachfrager nicht. <option> Nachfrager genau wissen, zu welchen Preisen Produkte auf dem Markt angeboten werden und Anbieter nicht. <option> Anbieter über mehr Informationen verfügen als die Nachfrager. <option> Nachfrager über mehr Informationen verfügen als die Anbieter. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,schwer,"Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden.",2
126-1-2,17,multiple-choice,"Wähle die richtige Antwort aus! Vollständige Markttransparenz bedeutet im Preisbildungsmodell, dass … <option> Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Anbieter und Nachfrager nicht wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden. <option> Anbieter genau wissen, zu welchen Preisen Produkte auf dem Markt angeboten werden und Nachfrager nicht. <option> Nachfrager genau wissen, zu welchen Preisen Produkte auf dem Markt angeboten werden und Anbieter nicht. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,Stammaufgabe,"Anbieter und Nachfrager genau wissen, zu welchen Preisen Produkte auf einem Markt angeboten werden.",2
125-3-3,17,true-false,"Entscheide, ob die Aussagen falsch oder richtig sind. <true-false> Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass unter anderem die Qualität der Güter oder räumliche Nähe einen Einfluss auf den Preis haben können. <true-false> Das Preisbildungsmodell nimmt an, dass unter anderem Qualität, Freundschaft oder räumliche Nähe keinen Einfluss auf den Preis haben. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,schwer,"Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen.; Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen.; Das Preisbildungsmodell nimmt an, dass unter anderem Qualität, Freundschaft oder räumliche Nähe keinen Einfluss auf den Preis haben.",1
125-3-2,17,true-false,"Entscheide, ob die Aussagen richtig oder falsch sind. <true-false> Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass unter anderem die Qualität der Güter oder räumliche Nähe einen Einfluss auf den Preis haben können. <true-false> Das Preisbildungsmodell nimmt an, dass unter anderem Qualität, Freundschaft oder räumliche Nähe keinen Einfluss auf den Preis haben. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,schwer,"Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen.; Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis kaufen wollen.; Das Preisbildungsmodell nimmt an, dass unter anderem die Qualität der Güter oder räumliche Nähe einen Einfluss auf den Preis haben können.",1
128-1-4,17,true-false,"Entscheide, ob die Aussagen über das Preisbildungsmodell falsch oder richtig sind. <true-false> Das Preisbildungsmodell entspricht genau der Wirklichkeit. <true-false> Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet. <true-false> Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen. <true-false> Im Preisbildungsmodell unterscheiden sich Produkte hinsichtlich der Qualität. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,"Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet.",1
128-1-3,17,true-false,"Entscheide, ob die Aussagen über das Preisbildungsmodell richtig oder falsch sind. <true-false> Das Preisbildungsmodell entspricht genau der Wirklichkeit. <true-false> Das Preisbildungsmodell ist eine Hilfestellung, die die Wirklichkeit nicht 1:1 abbildet. <true-false> Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen. <true-false> Im Preisbildungsmodell unterscheiden sich Produkte hinsichtlich der Qualität. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,Stammaufgabe,"Das Preisbildungsmodell entspricht genau der Wirklichkeit.; Im Preisbildungsmodell wird der Preis von vielen Faktoren bestimmt, wie zum Beispiel Angebot, Nachfrage, Qualität oder Beziehungen.; Im Preisbildungsmodell unterscheiden sich Produkte hinsichtlich der Qualität.",1
127-3-7,17,true-false,"Du hast bereits gelernt, dass das Preisbildungsmodell die Wirklichkeit nicht 1:1 abbilden kann, sondern eine Vereinfachung der realen Wirklichkeit darstellt. Wähle aus, welche Aussagen auf das Preisbildungsmodell und welche dagegen auf die Realität zutreffen. <true-false> Alle Anbieter und Nachfrager haben die gleichen Informationen. <true-false> Alle Anbieter und Nachfrager haben unterschiedliche Informationen. <true-false> Alle Produkte haben die gleiche Qualität. <true-false> Es gibt Unterschiede in der Produktqualität <true-false> Es werden einzelne Marktteilnehmer bevorzugt. <true-false> Es werden keine Marktteilnehmer bevorzugt. <true-false> Anbieter und Nachfrager müssen nicht zu gleichen Teilen auf Märkten vertreten sein. <true-false> Anbieter und Nachfrager sind zahlreich auf Märkten vertreten. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Explizit,Stufe 1,schwer,Alle Anbieter und Nachfrager haben unterschiedliche Informationen.; Es gibt Unterschiede in der Produktqualität; Es werden einzelne Marktteilnehmer bevorzugt.; Anbieter und Nachfrager müssen nicht zu gleichen Teilen auf Märkten vertreten sein.,2
125-2-3,17,true-false,"Entscheide, ob die Aussagen falsch oder richtig sind. <true-false> Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,leicht,"Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen.; Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen.",1
125-1-3,17,true-false,"Entscheide, ob die Aussagen falsch oder richtig sind. <true-false> Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass unter anderem die Qualität der Güter oder räumliche Nähe einen Einfluss auf den Preis haben können. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,"Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen.; Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen.",1
125-1-2,17,true-false,"Entscheide, ob die Aussagen richtig oder falsch sind. <true-false> Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass unter anderem die Qualität der Güter oder räumliche Nähe einen Einfluss auf den Preis haben können. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,Stammaufgabe,"Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen.; Das Preisbildungsmodell nimmt an, dass unter anderem die Qualität der Güter oder räumliche Nähe einen Einfluss auf den Preis haben können.",1
124-3-2,17,single-choice,"Wähle die richtige Antwort aus! Das Preisbildungsmodell nimmt an, dass… <option> auf dem Markt viele Anbieter und Nachfrager existieren. <option> auf dem Markt viele Anbieter und wenige Nachfrager existieren. <option> auf dem Markt wenige Anbieter und viele Nachfrager existieren. ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,leicht,auf dem Markt viele Anbieter und Nachfrager existieren.,2
131-1-2,17,multiple-choice,"Marie möchte auf dem Markt ein Handy mit guter Kamera kaufen. Sie geht zu verschiedenen Anbietern und vergleicht die unterschiedlichen Handys. Marie bemerkt, dass die Handys nicht nur unterschiedlich viel kosten, sondern auch unterschiedlich gute Kameras haben. Die Handys von Anbieter Poppe haben eine normale Kamera, die Handys von Anbieter Meier machen Fotos in hoher Qualität.  Wähle aus, welche Aussage in diesem Zusammenhang eine Grenze des Preisbildungsmodells darstellt. <option> In der Realität gibt es keine Unterschiede zwischen der Qualität von Produkten. <option> Es werden Marktteilnehmer wegen persönlicher Sympathie bevorzugt. <option> In der Realität existieren Qualitätsunterschiede bei Produkten. <option> Es sollen möglichst viele Handys zu einem günstigen Preis verkauft werden. ",Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Enthalten,Nicht enthalten,Implizit,Stufe 2,Stammaufgabe,In der Realität existieren Qualitätsunterschiede bei Produkten.,5
125-2-2,17,true-false,"Entscheide, ob die Aussagen richtig oder falsch sind. <true-false> Das Preisbildungsmodell nimmt an, dass Nachfrager Produkte zu einem günstigen Preis kaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen. <true-false> Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem möglichst hohen Preis verkaufen wollen. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,leicht,"Das Preisbildungsmodell nimmt an, dass Anbieter Produkte zu einem günstigen Preis verkaufen wollen.",1
41-3-2,1,fill-the-blank,"Ordne die unten stehenden Begriffe den einzelnen Lücken zu: Sich versorgen zu können, zu überleben, zu einer Gruppe zugehören, reich zu sein, Schutz vor Gefahren, respektiert werden, sich selbst zu verwirklichen Die Dringlichkeit von Bedürfnissen ist oft abhängig von der Situation, in der sich eine Person befindet. Wenn es um das Überleben geht, ist das Bedürfnis <gap>, von größter Dringlichkeit. Ohne Nahrung, Wasser und Schutz kann man nicht überleben. Das Verlangen <gap> ist ein angeborenes Bedürfnis, das uns antreibt, zu kämpfen und zu überleben, wenn wir in Gefahr sind. Wenn das Überleben gesichert ist, rücken andere Bedürfnisse in den Vordergrund, wie das Bedürfnis, <gap>. Menschen sind soziale Wesen und brauchen das Gefühl, Teil einer Gemeinschaft zu sein. Das Verlangen, <gap>, kann auch ein wichtiger Faktor sein, da Geld uns Zugang zu Ressourcen und Komfort verschafft. Das Bedürfnis nach <gap> ist ebenfalls von großer Bedeutung. Wenn wir uns in einer Umgebung befinden, die unsicher oder bedrohlich ist, brauchen wir Schutz vor körperlichem Schaden oder Verletzungen. Insgesamt ist die Dringlichkeit dieser Bedürfnisse von Person zu Person unterschiedlich und kann sich im Laufe der Zeit ändern. Ein weiteres wichtiges Bedürfnis ist das Verlangen nach Respekt und Anerkennung. Menschen möchten oft von anderen geschätzt und <gap>, was ein Gefühl der Wertschätzung und Zugehörigkeit schafft. Das Bedürfnis, <gap>, kann ebenfalls von Bedeutung sein. Wenn Menschen ihre Talente und Fähigkeiten nutzen und ihre Ziele erreichen können, kann dies ein Gefühl der Erfüllung und Zufriedenheit bringen. Es ist jedoch wichtig zu beachten, dass nicht alle Bedürfnisse hierarchisiert werden können. Zum Beispiel kann das Bedürfnis nach Zugehörigkeit genauso dringlich sein wie das Bedürfnis nach körperlicher Sicherheit. Es hängt von der Person und der Situation ab, welche Bedürfnisse am dringlichsten sind und wie sie erfüllt werden können. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,0 (Kein Bezug),,,,,,Stufe 2,schwer,"Die Dringlichkeit von Bedürfnissen ist oft abhängig von der Situation, in der sich eine Person befindet. Wenn es um das Überleben geht, ist das Bedürfnis <sich versorgen zu können>, von größter Dringlichkeit. Ohne Nahrung, Wasser und Schutz kann man nicht überleben. Das Verlangen <zu überleben> ist ein angeborenes Bedürfnis, das uns antreibt, zu kämpfen und zu überleben, wenn wir in Gefahr sind. Wenn das Überleben gesichert ist, rücken andere Bedürfnisse in den Vordergrund, wie das Bedürfnis, <zu einer Gruppe zugehören>. Menschen sind soziale Wesen und brauchen das Gefühl, Teil einer Gemeinschaft zu sein. Das Verlangen, <reich zu sein>, kann auch ein wichtiger Faktor sein, da Geld uns Zugang zu Ressourcen und Komfort verschafft. Das Bedürfnis nach <Schutz vor Gefahren> ist ebenfalls von großer Bedeutung. Wenn wir uns in einer Umgebung befinden, die unsicher oder bedrohlich ist, brauchen wir Schutz vor körperlichem Schaden oder Verletzungen. Insgesamt ist die Dringlichkeit dieser Bedürfnisse von Person zu Person unterschiedlich und kann sich im Laufe der Zeit ändern. Ein weiteres wichtiges Bedürfnis ist das Verlangen nach Respekt und Anerkennung. Menschen möchten oft von anderen geschätzt und <respektiert werden>, was ein Gefühl der Wertschätzung und Zugehörigkeit schafft. Das Bedürfnis, <sich selbst zu verwirklichen>, kann ebenfalls von Bedeutung sein. Wenn Menschen ihre Talente und Fähigkeiten nutzen und ihre Ziele erreichen können, kann dies ein Gefühl der Erfüllung und Zufriedenheit bringen. Es ist jedoch wichtig zu beachten, dass nicht alle Bedürfnisse hierarchisiert werden können. Zum Beispiel kann das Bedürfnis nach Zugehörigkeit genauso dringlich sein wie das Bedürfnis nach körperlicher Sicherheit. Es hängt von der Person und der Situation ab, welche Bedürfnisse am dringlichsten sind und wie sie erfüllt werden können.",1
